feature_extraction,channels,classifier,cross-validation,feature-selection,accuracy,f1_score,AUC
PSD - Total Power & Spectral Density Features,All,Random Forest,StratifiedKFold,mutual_info_classif,0.5222222222222221,0.4062820512820512,0.5549999999999999
PSD - Total Power & Spectral Density Features,All,Random Forest,StratifiedKFold,chi2,0.4277777777777777,0.4198701298701299,0.44
PSD - Total Power & Spectral Density Features,All,Random Forest,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,Random Forest,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,Random Forest,StratifiedShuffleSplit,chi2,0.5777777777777777,0.5755555555555556,0.5900000000000001
PSD - Total Power & Spectral Density Features,All,XGBoost,KFold,anova,0.5888888888888889,0.5479453879453879,0.5766666666666667
PSD - Total Power & Spectral Density Features,All,XGBoost,KFold,mutual_info_classif,0.6416666666666666,0.6244733044733045,0.6483333333333334
PSD - Total Power & Spectral Density Features,All,XGBoost,KFold,chi2,0.5666666666666667,0.5464502164502164,0.5883333333333335
PSD - Total Power & Spectral Density Features,All,XGBoost,StratifiedKFold,anova,0.4555555555555555,0.4258008658008658,0.4699999999999999
PSD - Total Power & Spectral Density Features,All,XGBoost,StratifiedKFold,mutual_info_classif,0.5166666666666666,0.4931168831168831,0.505
PSD - Total Power & Spectral Density Features,All,XGBoost,StratifiedKFold,chi2,0.5222222222222223,0.5101226551226551,0.54
PSD - Total Power & Spectral Density Features,All,XGBoost,StratifiedShuffleSplit,anova,0.6,0.5972222222222223,0.6050000000000001
PSD - Total Power & Spectral Density Features,All,XGBoost,StratifiedShuffleSplit,mutual_info_classif,0.6888888888888889,0.6796969696969696,0.6900000000000001
PSD - Total Power & Spectral Density Features,All,XGBoost,StratifiedShuffleSplit,chi2,0.5333333333333334,0.5148701298701299,0.54
PSD - Total Power & Spectral Density Features,All,LigthGBM,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,KFold,chi2,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,StratifiedKFold,chi2,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,LigthGBM,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,AdaBoost,KFold,anova,0.3888888888888888,0.3057664557664558,0.4616666666666667
PSD - Total Power & Spectral Density Features,All,AdaBoost,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,All,AdaBoost,KFold,chi2,0.4138888888888888,0.3844877344877345,0.4816666666666666
PSD - Total Power & Spectral Density Features,All,AdaBoost,StratifiedKFold,anova,0.4333333333333333,0.3162820512820512,0.47
PSD - Total Power & Spectral Density Features,All,AdaBoost,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,All,AdaBoost,StratifiedKFold,chi2,0.4305555555555555,0.385995670995671,0.45
PSD - Total Power & Spectral Density Features,All,AdaBoost,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,AdaBoost,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,All,AdaBoost,StratifiedShuffleSplit,chi2,0.4888888888888889,0.4761111111111111,0.49
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,KFold,anova,0.4777777777777777,0.4247835497835497,0.4683333333333334
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,KFold,mutual_info_classif,0.4555555555555555,0.3831168831168831,0.53
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,KFold,chi2,0.4611111111111111,0.3697435897435898,0.55
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,StratifiedKFold,anova,0.5666666666666667,0.5247835497835498,0.58
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,StratifiedKFold,mutual_info_classif,0.4777777777777777,0.4002109002109003,0.505
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,StratifiedKFold,chi2,0.4805555555555555,0.3588811188811188,0.525
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,StratifiedShuffleSplit,anova,0.6666666666666667,0.6548701298701298,0.6549999999999999
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,StratifiedShuffleSplit,mutual_info_classif,0.5111111111111111,0.4318559218559219,0.5200000000000001
PSD - Total Power & Spectral Density Features,Fp1,Support Vector,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,KFold,chi2,0.5472222222222223,0.5010606060606061,0.615
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,StratifiedKFold,chi2,0.4277777777777777,0.4226479076479076,0.4349999999999999
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,StratifiedShuffleSplit,mutual_info_classif,0.4666666666666666,0.3175824175824175,0.5
PSD - Total Power & Spectral Density Features,Fp1,Random Forest,StratifiedShuffleSplit,chi2,0.4888888888888889,0.4631168831168831,0.5
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,KFold,anova,0.4555555555555555,0.4157664557664557,0.43
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,KFold,mutual_info_classif,0.5916666666666667,0.5686796536796537,0.5816666666666667
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,KFold,chi2,0.3833333333333333,0.3748701298701299,0.4
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,StratifiedKFold,anova,0.5222222222222223,0.477988677988678,0.53
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,StratifiedKFold,mutual_info_classif,0.55,0.537987012987013,0.55
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,StratifiedKFold,chi2,0.3194444444444445,0.3001875901875902,0.32
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,StratifiedShuffleSplit,anova,0.6222222222222223,0.612092352092352,0.615
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,StratifiedShuffleSplit,mutual_info_classif,0.5555555555555556,0.5346969696969698,0.5450000000000002
PSD - Total Power & Spectral Density Features,Fp1,XGBoost,StratifiedShuffleSplit,chi2,0.4666666666666667,0.44,0.48
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,KFold,chi2,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,StratifiedKFold,chi2,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,LigthGBM,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,KFold,chi2,0.4138888888888888,0.3844877344877345,0.4816666666666666
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,StratifiedKFold,chi2,0.4305555555555555,0.385995670995671,0.45
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD - Total Power & Spectral Density Features,Fp1,AdaBoost,StratifiedShuffleSplit,chi2,0.4888888888888889,0.4761111111111111,0.49
PSD without Freq-Bands,All,Support Vector,KFold,anova,0.5194444444444445,0.4875324675324675,0.52
PSD without Freq-Bands,All,Support Vector,KFold,mutual_info_classif,0.3861111111111111,0.2776223776223776,0.475
PSD without Freq-Bands,All,Support Vector,KFold,chi2,0.4611111111111111,0.3697435897435898,0.55
PSD without Freq-Bands,All,Support Vector,StratifiedKFold,anova,0.4277777777777777,0.3777722277722278,0.445
PSD without Freq-Bands,All,Support Vector,StratifiedKFold,mutual_info_classif,0.5,0.4379004329004329,0.525
PSD without Freq-Bands,All,Support Vector,StratifiedKFold,chi2,0.4805555555555555,0.3588811188811188,0.525
PSD without Freq-Bands,All,Support Vector,StratifiedShuffleSplit,anova,0.5333333333333334,0.4979886779886779,0.54
PSD without Freq-Bands,All,Support Vector,StratifiedShuffleSplit,mutual_info_classif,0.4888888888888888,0.3794871794871794,0.5349999999999999
PSD without Freq-Bands,All,Support Vector,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,All,Random Forest,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,Random Forest,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,Random Forest,KFold,chi2,0.5722222222222222,0.5349999999999999,0.645
PSD without Freq-Bands,All,Random Forest,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,Random Forest,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,Random Forest,StratifiedKFold,chi2,0.3805555555555555,0.3622222222222223,0.39
PSD without Freq-Bands,All,Random Forest,StratifiedShuffleSplit,anova,0.4888888888888889,0.3274725274725275,0.5
PSD without Freq-Bands,All,Random Forest,StratifiedShuffleSplit,mutual_info_classif,0.4666666666666666,0.3175824175824175,0.5
PSD without Freq-Bands,All,Random Forest,StratifiedShuffleSplit,chi2,0.5333333333333334,0.5311111111111112,0.54
PSD without Freq-Bands,All,XGBoost,KFold,anova,0.5638888888888889,0.5113386613386612,0.5316666666666667
PSD without Freq-Bands,All,XGBoost,KFold,mutual_info_classif,0.4972222222222222,0.4719047619047619,0.48
PSD without Freq-Bands,All,XGBoost,KFold,chi2,0.4555555555555555,0.4372222222222222,0.4583333333333333
PSD without Freq-Bands,All,XGBoost,StratifiedKFold,anova,0.4027777777777777,0.3833261183261183,0.3949999999999999
PSD without Freq-Bands,All,XGBoost,StratifiedKFold,mutual_info_classif,0.436111111111111,0.4200432900432901,0.43
PSD without Freq-Bands,All,XGBoost,StratifiedKFold,chi2,0.3416666666666667,0.323015873015873,0.36
PSD without Freq-Bands,All,XGBoost,StratifiedShuffleSplit,anova,0.6,0.5761904761904761,0.6
PSD without Freq-Bands,All,XGBoost,StratifiedShuffleSplit,mutual_info_classif,0.5333333333333334,0.5213203463203463,0.5250000000000001
PSD without Freq-Bands,All,XGBoost,StratifiedShuffleSplit,chi2,0.4666666666666666,0.4482395382395382,0.465
PSD without Freq-Bands,All,LigthGBM,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,LigthGBM,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,LigthGBM,KFold,chi2,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,LigthGBM,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,LigthGBM,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,LigthGBM,StratifiedKFold,chi2,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,LigthGBM,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,All,LigthGBM,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,All,LigthGBM,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,All,AdaBoost,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,AdaBoost,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,All,AdaBoost,KFold,chi2,0.4138888888888888,0.3844877344877345,0.4816666666666666
PSD without Freq-Bands,All,AdaBoost,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,AdaBoost,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,All,AdaBoost,StratifiedKFold,chi2,0.4305555555555555,0.385995670995671,0.45
PSD without Freq-Bands,All,AdaBoost,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,All,AdaBoost,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,All,AdaBoost,StratifiedShuffleSplit,chi2,0.4888888888888889,0.4761111111111111,0.49
PSD without Freq-Bands,Fp1,Support Vector,KFold,anova,0.3861111111111111,0.2776223776223776,0.475
PSD without Freq-Bands,Fp1,Support Vector,KFold,mutual_info_classif,0.475,0.4175324675324675,0.5516666666666666
PSD without Freq-Bands,Fp1,Support Vector,KFold,chi2,0.4611111111111111,0.3697435897435898,0.55
PSD without Freq-Bands,Fp1,Support Vector,StratifiedKFold,anova,0.3805555555555555,0.2683760683760683,0.425
PSD without Freq-Bands,Fp1,Support Vector,StratifiedKFold,mutual_info_classif,0.4944444444444444,0.4280769230769231,0.525
PSD without Freq-Bands,Fp1,Support Vector,StratifiedKFold,chi2,0.4805555555555555,0.3588811188811188,0.525
PSD without Freq-Bands,Fp1,Support Vector,StratifiedShuffleSplit,anova,0.4444444444444445,0.3508491508491508,0.47
PSD without Freq-Bands,Fp1,Support Vector,StratifiedShuffleSplit,mutual_info_classif,0.3999999999999999,0.3265384615384615,0.425
PSD without Freq-Bands,Fp1,Support Vector,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,Fp1,Random Forest,KFold,anova,0.3666666666666667,0.2942279942279942,0.44
PSD without Freq-Bands,Fp1,Random Forest,KFold,mutual_info_classif,0.4333333333333334,0.2996336996336996,0.5
PSD without Freq-Bands,Fp1,Random Forest,KFold,chi2,0.5472222222222223,0.501060606060606,0.62
PSD without Freq-Bands,Fp1,Random Forest,StratifiedKFold,anova,0.4333333333333333,0.3867893217893218,0.4449999999999999
PSD without Freq-Bands,Fp1,Random Forest,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,Fp1,Random Forest,StratifiedKFold,chi2,0.3805555555555555,0.3622222222222223,0.3949999999999999
PSD without Freq-Bands,Fp1,Random Forest,StratifiedShuffleSplit,anova,0.4222222222222222,0.3606382506382506,0.445
PSD without Freq-Bands,Fp1,Random Forest,StratifiedShuffleSplit,mutual_info_classif,0.4666666666666666,0.3561538461538461,0.51
PSD without Freq-Bands,Fp1,Random Forest,StratifiedShuffleSplit,chi2,0.5333333333333334,0.5231168831168832,0.5399999999999999
PSD without Freq-Bands,Fp1,XGBoost,KFold,anova,0.5472222222222222,0.526911976911977,0.5549999999999999
PSD without Freq-Bands,Fp1,XGBoost,KFold,mutual_info_classif,0.4583333333333333,0.4451731601731602,0.4549999999999999
PSD without Freq-Bands,Fp1,XGBoost,KFold,chi2,0.4555555555555555,0.4464502164502164,0.4983333333333333
PSD without Freq-Bands,Fp1,XGBoost,StratifiedKFold,anova,0.3555555555555555,0.3312337662337662,0.36
PSD without Freq-Bands,Fp1,XGBoost,StratifiedKFold,mutual_info_classif,0.5638888888888889,0.5467748917748918,0.5800000000000001
PSD without Freq-Bands,Fp1,XGBoost,StratifiedKFold,chi2,0.4055555555555555,0.3794805194805195,0.41
PSD without Freq-Bands,Fp1,XGBoost,StratifiedShuffleSplit,anova,0.4666666666666666,0.4547402597402598,0.47
PSD without Freq-Bands,Fp1,XGBoost,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.4348701298701299,0.445
PSD without Freq-Bands,Fp1,XGBoost,StratifiedShuffleSplit,chi2,0.4222222222222222,0.4037950937950939,0.43
PSD without Freq-Bands,Fp1,LigthGBM,KFold,anova,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,Fp1,LigthGBM,KFold,mutual_info_classif,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,Fp1,LigthGBM,KFold,chi2,0.4111111111111111,0.2897435897435897,0.5
PSD without Freq-Bands,Fp1,LigthGBM,StratifiedKFold,anova,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,Fp1,LigthGBM,StratifiedKFold,mutual_info_classif,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,Fp1,LigthGBM,StratifiedKFold,chi2,0.4555555555555555,0.3128205128205127,0.5
PSD without Freq-Bands,Fp1,LigthGBM,StratifiedShuffleSplit,anova,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,Fp1,LigthGBM,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,Fp1,LigthGBM,StratifiedShuffleSplit,chi2,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,Fp1,AdaBoost,KFold,anova,0.3888888888888888,0.3273448773448773,0.4566666666666666
PSD without Freq-Bands,Fp1,AdaBoost,KFold,mutual_info_classif,0.3916666666666667,0.3513708513708514,0.465
PSD without Freq-Bands,Fp1,AdaBoost,KFold,chi2,0.4138888888888888,0.3844877344877345,0.4816666666666666
PSD without Freq-Bands,Fp1,AdaBoost,StratifiedKFold,anova,0.4111111111111111,0.3479004329004329,0.4349999999999999
PSD without Freq-Bands,Fp1,AdaBoost,StratifiedKFold,mutual_info_classif,0.4777777777777777,0.3612820512820512,0.515
PSD without Freq-Bands,Fp1,AdaBoost,StratifiedKFold,chi2,0.4305555555555555,0.385995670995671,0.45
PSD without Freq-Bands,Fp1,AdaBoost,StratifiedShuffleSplit,anova,0.4888888888888889,0.4226440226440227,0.515
PSD without Freq-Bands,Fp1,AdaBoost,StratifiedShuffleSplit,mutual_info_classif,0.4444444444444445,0.3076923076923076,0.5
PSD without Freq-Bands,Fp1,AdaBoost,StratifiedShuffleSplit,chi2,0.4888888888888889,0.4761111111111111,0.49
